,code,name,prompt
573,6C4G.6,Psychotic disorder induced by unknown or unspecified psychoactive substance,"Disorder Name: Psychotic disorder induced by unknown or unspecified psychoactive substance
Disorder Code: 6C4G.6
Disorder symptoms: Psychotic disorder induced by unknown or unspecified psychoactive substance is characterised by psychotic symptoms (e.g., delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (e.g., Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the use of the unknown or unspecified psychoactive substance, if the symptoms persist for a substantial period of time after cessation of the use of the unknown or unspecified psychoactive substance or withdrawal from the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g., a history of prior episodes not associated with the use of the unknown or unspecified psychoactive substance).
"
574,6C4G.70,Mood disorder induced by unknown or unspecified psychoactive substance,"Disorder Name: Mood disorder induced by unknown or unspecified psychoactive substance
Disorder Code: 6C4G.70
Disorder symptoms: Mood disorder induced by unknown or unspecified psychoactive substance is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with or withdrawal from a specified psychoactive substance. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the use of the unknown or unspecified psychoactive substance, if the symptoms persist for a substantial period of time after cessation of the use of the unknown or unspecified psychoactive substance or withdrawal from the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with the use of the unknown or unspecified psychoactive substance).
"
575,6C4G.71,Anxiety disorder induced by unknown or unspecified psychoactive substance,"Disorder Name: Anxiety disorder induced by unknown or unspecified psychoactive substance
Disorder Code: 6C4G.71
Disorder symptoms: Anxiety disorder induced by unknown or unspecified psychoactive substance is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and fear-related disorder, a Depressive disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the use of the unknown or unspecified psychoactive substance, if the symptoms persist for a substantial period of time after cessation of the use of the unknown or unspecified psychoactive substance or withdrawal from the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with the use of the unknown or unspecified psychoactive substance).
"
576,6C4G.72,Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance,"Disorder Name: Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance
Disorder Code: 6C4G.72
Disorder symptoms: Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance is characterised by either repetitive intrusive thoughts or preoccupations, normally associated with anxiety and typically accompanied by repetitive behaviours performed in response, or by recurrent and habitual actions directed at the integument (e.g., hair pulling, skin picking) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (in particular an Obsessive-compulsive or related disorder), as might be the case if the symptoms preceded the onset of the unknown or unspecified psychoactive substance use, if the symptoms persist for a substantial period of time after cessation of use or withdrawal of the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with obsessive-compulsive or related symptoms (e.g., a history of prior episodes not associated with the unknown or unspecified psychoactive substance use).
"
577,6C4G.73,Impulse control disorder induced by unknown or unspecified psychoactive substance,"Disorder Name: Impulse control disorder induced by unknown or unspecified psychoactive substance
Disorder Code: 6C4G.73
Disorder symptoms: Impulse control disorder induced by unknown or unspecified psychoactive substance is characterised by persistently repeated behaviours in which there is recurrent failure to resist an impulse, drive, or urge to perform an act that is rewarding to the person, at least in the short-term, despite longer-term harm either to the individual or to others (e.g., fire setting or stealing without apparent motive, repetitive sexual behaviour, aggressive outbursts) that develop during or soon after intoxication with or withdrawal from an unknown or unspecified psychoactive substance. The symptoms are not better explained by a primary mental disorder (e.g., an Impulse control disorder, a Disorder due to addictive behaviours), as might be the case if the impulse control disturbances preceded the onset of the unknown or unspecified psychoactive substance use, if the symptoms persist for a substantial period of time after cessation of use or withdrawal of the unknown or unspecified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with impulse control symptoms (e.g., a history of prior episodes not associated with the unknown or unspecified psychoactive substance use).
"
578,6C4G.Y,Other specified disorders due to use of unknown or unspecified psychoactive substances,
579,6C4G.Z,"Disorders due to use of unknown or unspecified psychoactive substances, unspecified",
580,6C4H.0,Episode of harmful use of non-psychoactive substances,"Disorder Name: Episode of harmful use of non-psychoactive substances
Disorder Code: 6C4H.0
Disorder symptoms: An episode of use of a non-psychoactive substance that has caused damage to a person’s physical or mental health. Harm to health of the individual occurs due to direct or secondary toxic effects on body organs and systems or a harmful route of administration. This diagnosis should not be made if the harm is attributed to a known pattern of non-psychoactive substance use.
If you diagnose this disease exclude: Harmful pattern of use of non-psychoactive substances"
581,6C4H.10,"Harmful pattern of use of non-psychoactive substances, episodic","Disorder Name: Harmful pattern of use of non-psychoactive substances, episodic
Disorder Code: 6C4H.10
Disorder symptoms: A pattern of episodic or intermittent use of a non-psychoactive substance that has caused damage to a person’s physical or mental health. The pattern of episodic or intermittent use of the non-psychoactive substance is evident over a period of at least 12 months. Harm may be caused by the direct or secondary toxic effects on body organs and systems, or a harmful route of administration.
"
582,6C4H.11,"Harmful pattern of use of non-psychoactive substances, continuous","Disorder Name: Harmful pattern of use of non-psychoactive substances, continuous
Disorder Code: 6C4H.11
Disorder symptoms: A pattern of continuous use of a non-psychoactive substance (daily or almost daily) that has caused damage to a person’s physical or mental health. The pattern of continuous use of the non-psychoactive substance is evident over a period of at least one month. Harm may be caused by the direct or secondary toxic effects on body organs and systems, or a harmful route of administration.
"
583,6C4H.1Z,"Harmful pattern of use of non-psychoactive substances, unspecified",
584,6C4H.Y,Other specified disorders due to use of non-psychoactive substances,
585,6C4H.Z,"Disorders due to use of non-psychoactive substances, unspecified",
586,6C4Y,Other specified disorders due to substance use,
587,6C4Z,"Disorders due to substance use, unspecified",
588,6C50.0,"Gambling disorder, predominantly offline","Disorder Name: Gambling disorder, predominantly offline
Disorder Code: 6C50.0
Disorder symptoms: !markdown
Gambling disorder, predominantly offline is characterised by a pattern of persistent or recurrent gambling behaviour that is not primarily conducted over the internet and is manifested by: 

1. impaired control over gambling (e.g., onset, frequency, intensity, duration, termination, context)~ 
2. increasing priority given to gambling to the extent that gambling takes precedence over other life interests and daily activities~ and 
3. continuation or escalation of gambling despite the occurrence of negative consequences. The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. 

The pattern of gambling behaviour may be continuous or episodic and recurrent. The gambling behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe.
If you diagnose this disease exclude: Hazardous gambling or betting"
589,6C50.1,"Gambling disorder, predominantly online","Disorder Name: Gambling disorder, predominantly online
Disorder Code: 6C50.1
Disorder symptoms: !markdown
Gambling disorder, predominantly online is characterised by a pattern of persistent or recurrent gambling behaviour that is primarily conducted over the internet and is manifested by: 

1. impaired control over gambling (e.g., onset, frequency, intensity, duration, termination, context)~ 
2. increasing priority given to gambling to the extent that gambling takes precedence over other life interests and daily activities~ and 
3. continuation or escalation of gambling despite the occurrence of negative consequences. The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. 

The pattern of gambling behaviour may be continuous or episodic and recurrent. The gambling behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe.
If you diagnose this disease exclude: Hazardous gambling or betting"
590,6C50.Z,"Gambling disorder, unspecified",
591,6C51.0,"Gaming disorder, predominantly online","Disorder Name: Gaming disorder, predominantly online
Disorder Code: 6C51.0
Disorder symptoms: !markdown
Gaming disorder, predominantly online is characterised by a pattern of persistent or recurrent gaming behaviour (‘digital gaming’ or ‘video-gaming’) that is primarily conducted over the internet and is manifested by: 

1. impaired control over gaming (e.g., onset, frequency, intensity, duration, termination, context)~ 
2. increasing priority given to gaming to the extent that gaming takes precedence over other life interests and daily activities~ and 
3. continuation or escalation of gaming despite the occurrence of negative consequences. The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. 

The pattern of gaming behaviour may be continuous or episodic and recurrent. The gaming behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe.
"
592,6C51.1,"Gaming disorder, predominantly offline","Disorder Name: Gaming disorder, predominantly offline
Disorder Code: 6C51.1
Disorder symptoms: !markdown
Gaming disorder, predominantly offline is characterised by a pattern of persistent or recurrent gaming behaviour (‘digital gaming’ or ‘video-gaming’) that is not primarily conducted over the internet and is manifested by: 

1. impaired control over gaming (e.g., onset, frequency, intensity, duration, termination, context)~ 
2. increasing priority given to gaming to the extent that gaming takes precedence over other life interests and daily activities~ and 
3. continuation or escalation of gaming despite the occurrence of negative consequences. The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. 

The pattern of gaming behaviour may be continuous or episodic and recurrent. The gaming behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe.
"
593,6C51.Z,"Gaming disorder, unspecified",
594,6C5Y,Other specified disorders due to addictive behaviours,
595,6C5Z,"Disorders due to addictive behaviours, unspecified",
596,6C70,Pyromania,"Disorder Name: Pyromania
Disorder Code: 6C70
Disorder symptoms: Pyromania is characterised by a recurrent failure to control strong impulses to set fires, resulting in multiple acts of, or attempts at, setting fire to property or other objects, in the absence of an apparent motive (e.g., monetary gain, revenge, sabotage, political statement, attracting attention or recognition). There is an increasing sense of tension or affective arousal prior to instances of fire setting, persistent fascination or preoccupation with fire and related stimuli (e.g., watching fires, building fires, fascination with firefighting equipment), and a sense of pleasure, excitement, relief or gratification during, and immediately after the act of setting the fire, witnessing its effects, or participating in its aftermath. The behaviour is not better explained by intellectual impairment, another mental and behavioural disorder, or substance intoxication.
If you have pathological fire-setting other inclusions could be: pathological fire-setting
If you diagnose this disease exclude: Conduct-dissocial disorder; Bipolar type I disorder; Schizophrenia or other primary psychotic disorders; Fire-setting as the reason for observation for suspected mental or behavioural disorders, ruled out"
597,6C71,Kleptomania,"Disorder Name: Kleptomania
Disorder Code: 6C71
Disorder symptoms: Kleptomania is characterised by a recurrent failure to control strong impulses to steal objects in the absence of an apparent motive (e.g., objects are not acquired for personal use or monetary gain). There is an increasing sense of tension or affective arousal before instances of theft and a sense of pleasure, excitement, relief, or gratification during and immediately after the act of stealing. The behaviour is not better explained by intellectual impairment, another mental and behavioural disorder, or substance intoxication.
If you have pathological stealing other inclusions could be: pathological stealing
If you diagnose this disease exclude: shoplifting as the reason for observation for suspected mental disorder, ruled out"
598,6C72,Compulsive sexual behaviour disorder,"Disorder Name: Compulsive sexual behaviour disorder
Disorder Code: 6C72
Disorder symptoms: Compulsive sexual behaviour disorder is characterised by a persistent pattern of failure to control intense, repetitive sexual impulses or urges resulting in repetitive sexual behaviour. Symptoms may include repetitive sexual activities becoming a central focus of the person’s life to the point of neglecting health and personal care or other interests, activities and responsibilities~ numerous unsuccessful efforts to significantly reduce repetitive sexual behaviour~ and continued repetitive sexual behaviour despite adverse consequences or deriving little or no satisfaction from it. The pattern of failure to control intense, sexual impulses or urges and resulting repetitive sexual behaviour is manifested over an extended period of time (e.g., 6 months or more), and causes marked distress or significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. Distress that is entirely related to moral judgments and disapproval about sexual impulses, urges, or behaviours is not sufficient to meet this requirement.
If you diagnose this disease exclude: Paraphilic disorders"
599,6C73,Intermittent explosive disorder,"Disorder Name: Intermittent explosive disorder
Disorder Code: 6C73
Disorder symptoms: Intermittent explosive disorder is characterised by repeated brief episodes of verbal or physical aggression or destruction of property that represent a failure to control aggressive impulses, with the intensity of the outburst or degree of aggressiveness being grossly out of proportion to the provocation or precipitating psychosocial stressors. The symptoms are not better explained by another mental, behavioural, or neurodevelopmental disorder and are not part of a pattern of chronic anger and irritability (e.g., in oppositional defiant disorder). The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning.
If you diagnose this disease exclude: Oppositional defiant disorder"
600,6C7Y,Other specified impulse control disorders,
601,6C7Z,"Impulse control disorders, unspecified",
602,6C90.00,Oppositional defiant disorder with chronic irritability-anger with limited prosocial emotions,"Disorder Name: Oppositional defiant disorder with chronic irritability-anger with limited prosocial emotions
Disorder Code: 6C90.00
Disorder symptoms: All definitional requirements for oppositional defiant disorder with chronic irritability-anger are met. In addition, the individual exhibits characteristics that are sometimes referred to as ‘callous and unemotional’. These characteristics include a lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress~ a lack of remorse, shame or guilt over their own behaviour (unless prompted by being apprehended), a relative indifference to the probability of punishment~ a lack of concern over poor performance in school or work~ and limited expression of emotions, particularly positive or loving feelings toward others, or only doing so in ways that seem shallow, insincere, or instrumental.
"
603,6C90.01,Oppositional defiant disorder with chronic irritability-anger with typical prosocial emotions,"Disorder Name: Oppositional defiant disorder with chronic irritability-anger with typical prosocial emotions
Disorder Code: 6C90.01
Disorder symptoms: All definitional requirements for oppositional defiant disorder with chronic irritability-anger are met. The individual does not exhibit characteristics referred to as ‘callous and unemotional’, such as lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress.
"
604,6C90.0Z,"Oppositional defiant disorder with chronic irritability-anger, unspecified",
605,6C90.10,Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions,"Disorder Name: Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions
Disorder Code: 6C90.10
Disorder symptoms: All definitional requirements for oppositional defiant disorder without chronic irritability-anger are met. In addition, the individual exhibits characteristics that are sometimes referred to as ‘callous and unemotional’. These characteristics include a lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress~ a lack of remorse, shame or guilt over their own behaviour (unless prompted by being apprehended), a relative indifference to the probability of punishment~ a lack of concern over poor performance in school or work~ and limited expression of emotions, particularly positive or loving feelings toward others, or only doing so in ways that seem shallow, insincere, or instrumental. This pattern is pervasive across situations and relationships (i.e., the qualifier should not be applied based on a single characteristic, a single relationship, or a single instance of behaviour) and is persistent over time (e.g., at least 1 year).
"
606,6C90.11,Oppositional defiant disorder without chronic irritability-anger with typical prosocial emotions,"Disorder Name: Oppositional defiant disorder without chronic irritability-anger with typical prosocial emotions
Disorder Code: 6C90.11
Disorder symptoms: All definitional requirements for oppositional defiant disorder without chronic irritability-anger are met. The individual does not exhibit characteristics referred to as ‘callous and unemotional’, such as lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress.
"
607,6C90.1Z,"Oppositional defiant disorder without chronic irritability-anger, unspecified",
608,6C90.Z,"Oppositional defiant disorder, unspecified",
609,6C91.00,"Conduct-dissocial disorder, childhood onset with limited prosocial emotions","Disorder Name: Conduct-dissocial disorder, childhood onset with limited prosocial emotions
Disorder Code: 6C91.00
Disorder symptoms: Meets all definitional requirements for Conduct-dissocial disorder, childhood onset. In addition, the individual exhibits characteristics that are sometimes referred to as ‘callous and unemotional’. These characteristics include a lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress~ a lack of remorse, shame or guilt over their own behaviour (unless prompted by being apprehended), a relative indifference to the probability of punishment~ a lack of concern over poor performance in school or work~ and limited expression of emotions, particularly positive or loving feelings toward others, or only doing so in ways that seem shallow, insincere, or instrumental.
"
610,6C91.01,"Conduct-dissocial disorder, childhood onset with typical prosocial emotions","Disorder Name: Conduct-dissocial disorder, childhood onset with typical prosocial emotions
Disorder Code: 6C91.01
Disorder symptoms: All definitional requirements for conduct-dissocial disorder, childhood onset are met. The individual does not exhibit characteristics referred to as ‘callous and unemotional’, such as lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress.
"
611,6C91.0Z,"Conduct-dissocial disorder, childhood onset, unspecified",
612,6C91.10,"Conduct-dissocial disorder, adolescent onset with limited prosocial emotions","Disorder Name: Conduct-dissocial disorder, adolescent onset with limited prosocial emotions
Disorder Code: 6C91.10
Disorder symptoms: All definitional requirements for conduct-dissocial disorder, adolescent onset are met. In addition, the individual exhibits characteristics that are sometimes referred to as ‘callous and unemotional’. These characteristics include a lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress~ a lack of remorse, shame or guilt over their own behaviour (unless prompted by being apprehended), a relative indifference to the probability of punishment~ a lack of concern over poor performance in school or work~ and limited expression of emotions, particularly positive or loving feelings toward others, or only doing so in ways that seem shallow, insincere, or instrumental.
"
613,6C91.11,"Conduct-dissocial disorder, adolescent onset with typical prosocial emotions","Disorder Name: Conduct-dissocial disorder, adolescent onset with typical prosocial emotions
Disorder Code: 6C91.11
Disorder symptoms: All definitional requirements for conduct-dissocial disorder, adolescent onset are met. The individual does not exhibit characteristics referred to as ‘callous and unemotional’, such as lack of empathy or sensitivity to the feelings of others and a lack of concern for others’ distress.
"
614,6C91.1Y,"Other specified conduct-dissocial disorder, adolescent onset",
615,6C91.Z,"Conduct-dissocial disorder, unspecified",
616,6C9Y,Other specified disruptive behaviour or dissocial disorders,
617,6C9Z,"Disruptive behaviour or dissocial disorders, unspecified",
618,6D10.0,Mild personality disorder,"Disorder Name: Mild personality disorder
Disorder Code: 6D10.0
Disorder symptoms: All general diagnostic requirements for Personality Disorder are met. Disturbances affect some areas of personality functioning but not others (e.g., problems with self-direction in the absence of problems with stability and coherence of identity or self-worth), and may not be apparent in some contexts. There are problems in many interpersonal relationships and/or in performance of expected occupational and social roles, but some relationships are maintained and/or some roles carried out. Specific manifestations of personality disturbances are generally of mild severity. Mild Personality Disorder is typically not associated with substantial harm to self or others, but may be associated with substantial distress or with impairment in personal, family, social, educational, occupational or other important areas of functioning that is either limited to circumscribed areas (e.g., romantic relationships~ employment) or present in more areas but milder.
"
619,6D10.1,Moderate personality disorder,"Disorder Name: Moderate personality disorder
Disorder Code: 6D10.1
Disorder symptoms: All general diagnostic requirements for Personality Disorder are met. Disturbances affect multiple areas of personality functioning (e.g., identity or sense of self, ability to form intimate relationships, ability to control impulses and modulate behaviour). However, some areas of personality functioning may be relatively less affected. There are marked problems in most interpersonal relationships and the performance of most expected social and occupational roles is compromised to some degree. Relationships are likely to be characterised by conflict, avoidance, withdrawal, or extreme dependency (e.g., few friendships maintained, persistent conflict in work relationships and consequent occupational problems, romantic relationships characterised by serious disruption or inappropriate submissiveness). Specific manifestations of personality disturbance are generally of moderate severity. Moderate Personality Disorder is sometimes associated with harm to self or others, and is associated with marked impairment in personal, family, social, educational, occupational or other important areas of functioning, although functioning in circumscribed areas may be maintained.
"
620,6D10.2,Severe personality disorder,"Disorder Name: Severe personality disorder
Disorder Code: 6D10.2
Disorder symptoms: All general diagnostic requirements for Personality Disorder are met. There are severe disturbances in functioning of the self (e.g., sense of self may be so unstable that individuals report not having a sense of who they are or so rigid that they refuse to participate in any but an extremely narrow range of situations~ self view may be characterised by self-contempt or be grandiose or highly eccentric). Problems in interpersonal functioning seriously affect virtually all relationships and the ability and willingness to perform expected social and occupational roles is absent or severely compromised. Specific manifestations of personality disturbance are severe and affect most, if not all, areas of personality functioning. Severe Personality Disorder is often associated with harm to self or others, and is associated with severe impairment in all or nearly all areas of life, including personal, family, social, educational, occupational, and other important areas of functioning.
"
621,6D10.Z,"Personality disorder, severity unspecified",
622,6D11.0,Negative affectivity in personality disorder or personality difficulty,"Disorder Name: Negative affectivity in personality disorder or personality difficulty
Disorder Code: 6D11.0
Disorder symptoms: The core feature of the Negative Affectivity trait domain is the tendency to experience a broad range of negative emotions. Common manifestations of Negative Affectivity, not all of which may be present in a given individual at a given time, include: experiencing a broad range of negative emotions with a frequency and intensity out of proportion to the situation~ emotional lability and poor emotion regulation~ negativistic attitudes~ low self-esteem and self-confidence~ and mistrustfulness.
"
623,6D11.1,Detachment in personality disorder or personality difficulty,"Disorder Name: Detachment in personality disorder or personality difficulty
Disorder Code: 6D11.1
Disorder symptoms: The core feature of the Detachment trait domain is the tendency to maintain interpersonal distance (social detachment) and emotional distance (emotional detachment). Common manifestations of Detachment, not all of which may be present in a given individual at a given time, include: social detachment (avoidance of social interactions, lack of friendships, and avoidance of intimacy)~ and emotional detachment (reserve, aloofness, and limited emotional expression and experience).
"
624,6D11.2,Dissociality in personality disorder or personality difficulty,"Disorder Name: Dissociality in personality disorder or personality difficulty
Disorder Code: 6D11.2
Disorder symptoms: The core feature of the Dissociality trait domain is disregard for the rights and feelings of others, encompassing both self-centeredness and lack of empathy. Common manifestations of Dissociality, not all of which may be present in a given individual at a given time, include: self-centeredness (e.g., sense of entitlement, expectation of others’ admiration, positive or negative attention-seeking behaviours, concern with one's own needs, desires and comfort and not those of others)~ and lack of empathy (i.e., indifference to whether one’s actions inconvenience or hurt others, which may include being deceptive, manipulative, and exploitative of others, being mean and physically aggressive, callousness in response to others' suffering, and ruthlessness in obtaining one’s goals).
"
625,6D11.3,Disinhibition in personality disorder or personality difficulty,"Disorder Name: Disinhibition in personality disorder or personality difficulty
Disorder Code: 6D11.3
Disorder symptoms: The core feature of the Disinhibition trait domain is the tendency to act rashly based on immediate external or internal stimuli (i.e., sensations, emotions, thoughts), without consideration of potential negative consequences. Common manifestations of Disinhibition, not all of which may be present in a given individual at a given time, include: impulsivity~ distractibility~ irresponsibility~ recklessness~ and lack of planning.
"
626,6D11.4,Anankastia in personality disorder or personality difficulty,"Disorder Name: Anankastia in personality disorder or personality difficulty
Disorder Code: 6D11.4
Disorder symptoms: The core feature of the Anankastia trait domain is a narrow focus on one’s rigid standard of perfection and of right and wrong, and on controlling one’s own and others’ behaviour and controlling situations to ensure conformity to these standards. Common manifestations of Anankastia, not all of which may be present in a given individual at a given time, include: perfectionism (e.g., concern with social rules, obligations, and norms of right and wrong, scrupulous attention to detail, rigid, systematic, day-to-day routines, hyper-scheduling and planfulness, emphasis on organisation, orderliness, and neatness)~ and emotional and behavioural constraint (e.g., rigid control over emotional expression, stubbornness and inflexibility, risk-avoidance, perseveration, and deliberativeness).
"
627,6D11.5,Borderline pattern,"Disorder Name: Borderline pattern
Disorder Code: 6D11.5
Disorder symptoms: The Borderline pattern specifier may be applied to individuals whose pattern of personality disturbance is characterised by a pervasive pattern of instability of interpersonal relationships, self-image, and affects, and marked impulsivity, as indicated by many of the following: Frantic efforts to avoid real or imagined abandonment~ A pattern of unstable and intense interpersonal relationships~ Identity disturbance, manifested in markedly and persistently unstable self-image or sense of self~ A tendency to act rashly in states of high negative affect, leading to potentially self-damaging behaviours~ Recurrent episodes of self-harm~ Emotional instability due to marked reactivity of mood~ Chronic feelings of emptiness~ Inappropriate intense anger or difficulty controlling anger~ Transient dissociative symptoms or psychotic-like features in situations of high affective arousal.
"
628,6D30,Exhibitionistic disorder,"Disorder Name: Exhibitionistic disorder
Disorder Code: 6D30
Disorder symptoms: Exhibitionistic disorder is characterised by a sustained, focused and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges, or behaviours—that involves exposing one’s genitals to an unsuspecting individual in public places, usually without inviting or intending closer contact. In addition, in order for Exhibitionistic Disorder to be diagnosed, the individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. Exhibitionistic Disorder specifically excludes consensual exhibitionistic behaviours that occur with the consent of the person or persons involved as well as socially sanctioned forms of exhibitionism.
"
629,6D31,Voyeuristic disorder,"Disorder Name: Voyeuristic disorder
Disorder Code: 6D31
Disorder symptoms: Voyeuristic disorder is characterised by a sustained, focused and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges, or behaviours—that involves observing an unsuspecting individual who is naked, in the process of disrobing, or engaging in sexual activity. In addition, in order for Voyeuristic Disorder to be diagnosed, the individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. Voyeuristic Disorder specifically excludes consensual voyeuristic behaviours that occur with the consent of the person or persons being observed.
"
630,6D32,Pedophilic disorder,"Disorder Name: Pedophilic disorder
Disorder Code: 6D32
Disorder symptoms: Pedophilic disorder is characterised by a sustained, focused, and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges, or behaviours—involving pre-pubertal children. In addition, in order for Pedophilic Disorder to be diagnosed, the individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. This diagnosis does not apply to sexual behaviours among pre- or post-pubertal children with peers who are close in age.
"
631,6D33,Coercive sexual sadism disorder,"Disorder Name: Coercive sexual sadism disorder
Disorder Code: 6D33
Disorder symptoms: Coercive sexual sadism disorder is characterised by a sustained, focused and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges or behaviours—that involves the infliction of physical or psychological suffering on a non-consenting person. In addition, in order for Coercive Sexual Sadism Disorder to be diagnosed, the individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. Coercive Sexual Sadism Disorder specifically excludes consensual sexual sadism and masochism.
"
632,6D34,Frotteuristic disorder,"Disorder Name: Frotteuristic disorder
Disorder Code: 6D34
Disorder symptoms: Frotteuristic disorder is characterised by a sustained, focused and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges, or behaviours—that involves touching or rubbing against a non-consenting person in crowded public places. In addition, in order for Frotteuristic Disorder to be diagnosed, the individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. Frotteuristic Disorder specifically excludes consensual touching or rubbing that occurs with the consent of the person or persons involved.
"
633,6D35,Other paraphilic disorder involving non-consenting individuals,"Disorder Name: Other paraphilic disorder involving non-consenting individuals
Disorder Code: 6D35
Disorder symptoms: Other paraphilic disorder involving non-consenting individuals is characterised by a persistent and intense pattern of atypical sexual arousal — manifested by sexual thoughts, fantasies, urges, or behaviours — in which the focus of the arousal pattern involves others who are unwilling or unable to consent but that is not specifically described in any of the other named Paraphilic Disorders categories (e.g., arousal patterns involving corpses or animals). The individual must have acted on these thoughts, fantasies or urges or be markedly distressed by them. The disorder specifically excludes sexual behaviours that occur with the consent of the person or persons involved, provided that they are considered able to provide such consent.
"
634,6D36,Paraphilic disorder involving solitary behaviour or consenting individuals,"Disorder Name: Paraphilic disorder involving solitary behaviour or consenting individuals
Disorder Code: 6D36
Disorder symptoms: Paraphilic disorder involving solitary behaviour or consenting individuals is characterised by a persistent and intense pattern of atypical sexual arousal — manifested by sexual thoughts, fantasies, urges, or behaviours — that involves consenting adults or solitary behaviours. One of the following two elements must be present: 1) the person is markedly distressed by the nature of the arousal pattern and the distress is not simply a consequence of rejection or feared rejection of the arousal pattern by others~ or 2) the nature of the paraphilic behaviour involves significant risk of injury or death either to the individual or to the partner (e.g., asphyxophilia).
"
635,6D3Z,"Paraphilic disorders, unspecified",
636,6D50,Factitious disorder imposed on self,"Disorder Name: Factitious disorder imposed on self
Disorder Code: 6D50
Disorder symptoms: Factitious disorder imposed on self is characterised by feigning, falsifying, or inducing medical, psychological, or behavioural signs and symptoms or injury associated with identified deception. If a pre-existing disorder or disease is present, the individual intentionally aggravates existing symptoms or falsifies or induces additional symptoms. The individual seeks treatment or otherwise presents himself or herself as ill, injured, or impaired based on the feigned, falsified, or self-induced signs, symptoms, or injuries. The deceptive behaviour is not solely motivated by obvious external rewards or incentives (e.g., obtaining disability payments or evading criminal prosecution). This is in contrast to Malingering, in which obvious external rewards or incentives motivate the behaviour
If you have Münchhausen syndrome other inclusions could be: Münchhausen syndrome
If you diagnose this disease exclude: Excoriation disorder; Malingering"
